STN,YYYYMMDD,TG,TN,TX,Q,RH,UG,EV24
275,20151103,98,37,156,685,0,79,10
275,20151104,119,71,160,369,-1,83,6
275,20151105,130,103,148,240,49,94,4
275,20151106,150,135,168,151,67,95,2
275,20151107,160,139,178,236,58,93,4
275,20151108,133,94,167,383,1,91,6
275,20151109,132,114,166,293,35,85,5
275,20151110,134,126,147,68,33,94,1
275,20151111,121,111,129,182,9,87,3
275,20151112,128,117,143,306,-1,85,5
275,20151113,106,59,132,421,23,79,6
275,20151114,82,59,114,273,69,88,4
275,20151115,134,113,145,58,158,90,1
275,20151116,119,108,130,102,41,86,2
275,20151117,131,103,152,112,162,90,2
275,20151118,125,103,136,283,10,75,4
275,20151119,104,74,130,169,66,83,3
275,20151120,61,32,88,214,45,87,3
275,20151121,33,5,46,139,52,93,2
275,20151122,8,-13,42,298,17,95,3
275,20151123,21,-38,75,538,0,88,6
275,20151124,28,14,50,81,112,92,1
275,20151125,46,9,71,253,22,96,3
275,20151126,16,-29,86,466,0,95,5
275,20151127,39,5,63,165,8,93,2
275,20151128,57,22,80,370,79,86,5
275,20151129,94,69,120,97,153,87,1
275,20151130,87,57,119,91,246,84,1
275,20151201,89,56,117,130,9,94,2
275,20151202,104,93,113,123,-1,77,2
275,20151203,90,74,100,164,0,79,2
275,20151204,86,76,99,371,51,85,5
275,20151205,72,62,84,205,0,76,3
275,20151206,95,64,116,168,14,86,2
275,20151207,98,78,119,145,20,95,2
275,20151208,97,73,124,323,44,88,5
275,20151209,64,35,88,373,0,88,5
275,20151210,53,40,72,243,2,84,3
275,20151211,60,41,79,59,128,95,1
275,20151212,62,14,115,198,31,91,3
275,20151213,64,35,113,251,20,93,3
275,20151214,71,50,98,247,0,92,3
275,20151215,67,46,93,238,-1,92,3
275,20151216,108,85,122,56,61,97,1
275,20151217,132,120,152,268,12,88,4
275,20151218,113,98,129,117,9,88,2
275,20151219,118,105,134,106,2,91,2
275,20151220,115,104,125,164,3,81,2
275,20151221,102,79,114,162,77,87,2
275,20151222,124,99,140,56,17,86,1
275,20151223,99,72,126,245,8,82,4
275,20151224,98,67,132,176,5,82,3
275,20151225,90,65,133,138,6,88,2
275,20151226,125,106,138,251,-1,81,4
275,20151227,112,96,125,116,3,83,2
275,20151228,89,51,116,316,0,79,4
275,20151229,77,51,100,231,0,82,3
275,20151230,65,46,86,329,0,87,4
275,20151231,73,54,99,297,19,82,4
275,20160101,42,7,68,139,-1,96,2
275,20160102,44,36,51,74,13,94,1
275,20160103,61,47,74,151,115,92,2
275,20160104,36,31,48,66,120,97,1
275,20160105,54,16,70,94,8,95,1
275,20160106,3,-6,17,147,24,98,2
275,20160107,48,5,72,81,112,92,1
275,20160108,42,2,77,376,-1,84,5
275,20160109,47,5,70,181,2,91,2
275,20160110,67,42,90,384,7,83,5
275,20160111,45,16,61,86,36,96,1
275,20160112,50,31,64,165,22,93,2
275,20160113,38,15,61,167,37,93,2
275,20160114,28,11,44,112,95,92,1
275,20160115,15,-27,33,129,28,94,1
275,20160116,7,-28,39,233,50,94,3
275,20160117,-25,-72,17,566,-1,89,5
275,20160118,-37,-71,-1,590,0,83,5
275,20160119,-37,-96,0,556,-1,83,5
275,20160120,2,-35,42,271,-1,92,3
275,20160121,-8,-49,23,179,0,96,2
275,20160122,-1,-32,37,463,46,89,5
275,20160123,57,33,74,155,0,98,2
275,20160124,68,42,94,68,10,97,1
275,20160125,106,77,140,519,0,85,8
275,20160126,91,64,110,337,23,87,5
275,20160127,104,92,118,72,156,90,1
275,20160128,55,19,104,580,10,79,7
275,20160129,76,37,95,110,20,87,2
275,20160130,62,18,92,73,224,91,1
275,20160131,55,20,102,202,30,92,3
275,20160201,110,100,117,111,25,89,2
275,20160202,79,47,111,200,18,76,3
275,20160203,34,9,69,484,12,88,6
275,20160204,34,14,61,122,24,95,1
275,20160205,79,31,102,147,14,94,2
275,20160206,91,84,102,175,0,80,2
275,20160207,82,63,113,388,15,74,5
275,20160208,79,65,99,383,153,79,5
275,20160209,47,23,76,134,110,84,2
275,20160210,38,4,81,462,44,90,6
275,20160211,25,-11,71,530,-1,88,6
275,20160212,22,-17,66,416,0,87,5
275,20160213,18,-17,50,589,12,84,7
275,20160214,6,2,19,194,158,95,2
275,20160215,6,-52,47,762,10,80,8
275,20160216,-11,-67,54,982,0,76,10
275,20160217,-13,-58,39,1015,0,81,10
275,20160218,15,-8,40,551,-1,79,6
275,20160219,29,4,73,576,7,86,7
275,20160220,75,45,102,177,89,90,2
275,20160221,100,80,113,138,64,92,2
275,20160222,61,30,103,217,86,91,3
275,20160223,33,-16,78,752,8,88,9
275,20160224,3,-34,66,720,16,91,8
275,20160225,-3,-44,55,719,25,91,8
275,20160226,8,-41,52,519,0,81,6
275,20160227,14,-22,61,1061,0,70,12
275,20160228,15,-30,68,1147,0,74,13
275,20160229,7,-60,69,1221,0,72,13
275,20160301,6,-72,64,333,58,87,4
275,20160302,50,16,79,608,72,86,8
275,20160303,24,-29,72,857,4,85,10
275,20160304,10,-13,23,175,125,93,2
275,20160305,0,-40,72,759,0,89,8
275,20160306,12,-42,71,775,13,87,9
275,20160307,10,-33,69,901,12,89,10
275,20160308,24,-38,79,724,8,86,8
275,20160309,37,6,79,815,0,69,10
275,20160310,36,-8,88,1197,0,72,14
275,20160311,27,1,82,897,0,88,10
275,20160312,25,-20,90,1401,0,76,16
275,20160313,32,-18,85,1415,0,74,17
275,20160314,37,-17,103,1478,0,68,18
275,20160315,38,-20,76,394,-1,91,5
275,20160316,41,0,87,1101,0,70,14
275,20160317,49,-6,122,1523,0,68,19
275,20160318,46,16,63,319,-1,89,4
275,20160319,57,46,77,547,-1,74,7
275,20160320,60,37,80,591,14,90,8
275,20160321,66,37,90,491,8,85,7
275,20160322,66,19,103,689,7,86,9
275,20160323,71,49,106,804,4,81,11
275,20160324,70,50,95,381,1,86,5
275,20160325,61,0,89,334,69,94,4
275,20160326,91,0,152,1668,0,75,24
275,20160327,93,64,127,1031,47,74,15
275,20160328,91,73,128,742,11,68,11
275,20160329,71,43,111,979,63,82,13
275,20160330,78,33,124,1236,9,73,17
275,20160331,72,25,115,843,0,74,11
275,20160401,69,13,133,1707,0,71,23
275,20160402,105,37,137,1038,-1,69,15
275,20160403,152,115,204,1174,4,71,19
275,20160404,127,64,165,1021,6,74,16
275,20160405,94,49,130,542,12,86,8
275,20160406,82,45,113,575,43,83,8
275,20160407,63,39,103,1136,35,83,15
275,20160408,64,13,105,660,2,86,9
275,20160409,87,-2,153,1733,0,67,24
275,20160410,102,31,161,1402,5,71,21
275,20160411,123,68,173,2058,-1,61,32
275,20160412,117,38,182,1727,28,73,26
275,20160413,81,17,149,1427,-1,82,20
275,20160414,99,9,169,1634,0,70,24
275,20160415,98,76,137,724,139,90,11
275,20160416,79,1,125,1210,4,80,17
275,20160417,54,-9,108,1437,19,77,18
275,20160418,73,-14,128,1401,-1,70,19
275,20160419,85,-5,145,1667,-1,71,23
275,20160420,70,-25,143,2335,0,67,31
275,20160421,98,25,168,2328,0,62,34
275,20160422,85,45,132,1763,0,69,25
275,20160423,53,1,102,1596,6,72,20
275,20160424,32,-4,92,1717,51,84,20
275,20160425,35,-3,78,817,71,89,10
275,20160426,35,-2,67,1049,141,89,13
275,20160427,48,14,96,1214,28,85,15
275,20160428,46,1,96,1472,27,81,18
275,20160429,69,34,95,791,43,81,11
275,20160430,78,41,118,1520,0,72,21
275,20160501,78,18,148,1893,0,71,26
275,20160502,114,3,183,2166,8,69,33
275,20160503,93,7,144,2129,32,72,31
275,20160504,95,-7,161,2293,0,60,33
275,20160505,137,61,194,2648,0,49,42
275,20160506,178,100,246,2538,0,53,44
275,20160507,205,115,271,2521,0,44,46
275,20160508,203,140,255,2642,0,42,48
275,20160509,200,140,252,2518,0,49,46
275,20160510,181,146,229,1129,11,68,20
275,20160511,202,150,257,2298,-1,56,42
275,20160512,195,132,253,2451,0,52,44
275,20160513,156,82,236,2533,0,57,42
275,20160514,74,51,125,1617,29,77,22
275,20160515,79,30,127,1738,-1,70,24
275,20160516,81,9,126,1276,1,75,18
275,20160517,116,56,185,1396,-1,70,21
275,20160518,137,64,192,1530,3,71,25
275,20160519,131,90,183,1612,1,80,25
275,20160520,133,101,174,725,1,83,12
275,20160521,182,103,242,2049,3,70,36
275,20160522,162,136,185,691,98,85,12
275,20160523,118,102,138,458,138,94,7
275,20160524,106,87,140,959,0,82,14
275,20160525,110,66,140,638,3,89,10
275,20160526,138,48,203,2105,0,77,34
275,20160527,156,108,207,1950,0,78,33
275,20160528,180,127,240,1979,91,77,35
275,20160529,168,133,207,830,44,87,14
275,20160530,173,150,229,802,666,91,14
275,20160531,177,131,228,1836,0,77,32
275,20160601,199,119,252,1805,5,79,33
275,20160602,173,137,227,1695,-1,85,29
275,20160603,179,137,237,1453,-1,84,25
275,20160604,218,154,283,2526,0,67,47
275,20160605,213,137,279,2727,0,66,51
275,20160606,192,110,278,2720,0,70,49
275,20160607,205,152,278,2243,-1,66,41
275,20160608,156,115,226,2669,0,77,45
275,20160609,146,81,213,2925,0,63,48
275,20160610,156,82,219,2389,0,67,40
275,20160611,162,115,221,1477,4,73,25
275,20160612,161,136,217,1178,149,83,20
275,20160613,157,127,188,1207,27,88,20
275,20160614,152,127,195,1318,25,88,22
275,20160615,144,119,196,1726,124,86,28
275,20160616,154,94,213,2294,170,79,38
275,20160617,146,121,188,1244,195,89,20
275,20160618,142,107,186,1534,54,85,25
275,20160619,146,108,191,2004,-1,73,33
275,20160620,151,129,175,596,187,89,10
275,20160621,174,153,201,1067,23,92,19
275,20160622,203,150,250,2155,0,78,39
275,20160623,241,184,300,1982,83,77,39
275,20160624,199,132,232,1359,-1,84,25
275,20160625,151,106,188,745,150,90,12
275,20160626,141,103,189,1713,33,86,28
275,20160627,142,99,175,837,37,89,14
275,20160628,166,92,221,2077,18,74,35
275,20160629,155,130,200,1588,25,81,27
275,20160630,160,136,187,879,36,89,15
275,20160701,168,148,205,730,46,89,13
275,20160702,141,105,183,1914,28,78,31
275,20160703,142,86,198,1940,36,79,31
275,20160704,166,84,230,2169,-1,77,37
275,20160705,147,99,186,1023,10,85,17
275,20160706,144,81,197,2202,1,75,36
275,20160707,162,64,221,2176,0,72,37
275,20160708,172,150,205,982,24,84,17
275,20160709,188,136,235,1709,0,79,30
275,20160710,218,150,282,2346,0,71,44
275,20160711,183,145,224,1633,0,70,29
275,20160712,165,121,212,1703,56,82,29
275,20160713,137,77,177,1325,5,86,21
275,20160714,132,58,191,1770,-1,75,28
275,20160715,156,82,216,1907,0,71,32
275,20160716,189,138,229,1048,0,79,19
275,20160717,196,127,244,1745,0,75,32
275,20160718,199,119,273,2490,0,69,45
275,20160719,229,111,299,2690,0,57,51
275,20160720,250,189,337,2323,25,66,46
275,20160721,221,158,285,2179,0,77,41
275,20160722,202,169,251,1539,230,85,28
275,20160723,211,169,267,2221,0,82,41
275,20160724,207,161,262,1688,0,83,31
275,20160725,187,135,234,1119,-1,83,20
275,20160726,184,101,241,1892,0,74,33
275,20160727,179,137,221,1510,12,84,26
275,20160728,188,153,237,1515,5,83,27
275,20160729,182,153,222,1266,3,83,22
275,20160730,169,149,203,770,148,92,13
275,20160731,161,100,203,1546,5,81,26
275,20160801,158,106,218,1701,109,80,29
275,20160802,161,131,182,663,50,95,11
275,20160803,182,153,195,460,65,94,8
275,20160804,164,125,202,1179,10,83,20
275,20160805,168,120,220,1859,-1,80,32
275,20160806,154,94,218,1318,11,86,22
275,20160807,182,91,232,1477,-1,79,26
275,20160808,173,125,216,1736,-1,72,30
275,20160809,131,97,178,1414,24,84,22
275,20160810,122,57,175,1926,33,76,30
275,20160811,124,57,156,522,54,93,8
275,20160812,182,153,223,1106,4,87,19
275,20160813,171,134,217,979,0,85,17
275,20160814,169,113,212,1362,0,77,23
275,20160815,161,83,223,2175,0,74,37
275,20160816,162,110,219,2264,0,73,38
275,20160817,173,115,240,2422,0,64,42
275,20160818,178,108,251,2345,0,66,41
275,20160819,191,120,260,1579,4,73,28
275,20160820,183,146,232,1576,-1,72,28
275,20160821,160,144,192,877,57,86,15
275,20160822,167,131,217,699,17,90,12
275,20160823,212,131,276,2131,0,65,40
275,20160824,241,176,316,2152,0,60,42
275,20160825,248,188,320,2129,0,62,42
275,20160826,229,177,290,1950,0,70,37
275,20160827,223,162,282,1820,43,73,34
275,20160828,211,166,263,1581,-1,74,29
275,20160829,168,91,213,1228,-1,78,21
275,20160830,162,69,242,2009,0,70,34
275,20160831,184,109,258,1894,0,65,34
275,20160901,164,104,232,1181,68,85,20
275,20160902,167,100,220,1383,56,79,24
275,20160903,179,132,228,1333,7,79,23
275,20160904,174,138,224,1020,12,84,18
275,20160905,172,121,230,1317,-1,81,23
275,20160906,181,116,251,1631,0,78,29
275,20160907,199,132,270,1868,0,66,34
275,20160908,207,135,274,1782,0,70,33
275,20160909,164,118,231,1431,0,82,24
275,20160910,181,103,255,1732,0,68,30
275,20160911,181,145,213,626,-1,86,11
275,20160912,218,144,294,1698,0,67,32
275,20160913,251,171,322,1606,0,59,32
275,20160914,252,194,327,1591,0,56,31
275,20160915,229,160,302,1494,134,62,29
275,20160916,175,148,218,899,-1,82,16
275,20160917,167,122,211,682,0,86,12
275,20160918,162,134,206,1127,0,79,19
275,20160919,141,80,200,1116,0,75,18
275,20160920,134,53,192,965,0,75,15
275,20160921,149,84,204,1425,0,62,23
275,20160922,143,71,211,1077,0,73,18
275,20160923,134,57,214,1195,0,79,19
275,20160924,161,55,238,1341,0,68,23
275,20160925,169,115,257,1369,-1,72,24
275,20160926,129,64,202,1020,0,79,16
275,20160927,138,36,211,1424,0,67,23
275,20160928,184,153,228,1113,0,67,20
275,20160929,159,134,179,345,11,82,6
275,20160930,141,114,189,991,-1,79,16
275,20161001,135,101,177,826,11,84,13
275,20161002,114,83,152,533,66,92,8
275,20161003,133,69,181,979,-1,83,16
275,20161004,127,95,173,988,0,76,15
275,20161005,90,39,145,1290,0,72,18
275,20161006,94,40,137,756,0,77,11
275,20161007,117,96,144,543,0,80,8
275,20161008,106,50,149,870,0,74,13
275,20161009,65,-11,138,875,-1,82,12
275,20161010,64,-8,133,922,0,77,12
275,20161011,78,4,123,426,1,90,6
275,20161012,85,70,103,394,0,81,6
275,20161013,87,66,115,551,0,79,8
275,20161014,96,69,132,708,22,78,10
275,20161015,101,79,134,201,4,94,3
275,20161016,126,75,188,1009,0,78,16
275,20161017,118,78,160,615,1,90,9
275,20161018,98,73,131,405,111,93,6
275,20161019,77,46,112,301,228,92,4
275,20161020,76,50,113,233,22,96,3
275,20161021,74,43,101,379,69,95,5
275,20161022,63,-2,103,425,0,90,6
275,20161023,45,-17,110,893,0,85,11
275,20161024,67,40,84,293,0,92,4
275,20161025,82,75,97,209,0,93,3
275,20161026,93,73,124,524,0,87,8
275,20161027,111,89,136,256,0,93,4
275,20161028,122,90,137,154,5,94,2
275,20161029,82,32,143,738,0,90,10
275,20161030,91,37,151,540,-1,89,8
275,20161031,91,48,160,698,0,88,10
275,20161101,80,25,131,255,4,96,4
275,20161102,53,1,109,622,9,92,8
275,20161103,56,-14,111,494,2,92,6
275,20161104,71,58,96,362,4,85,5
275,20161105,61,34,102,315,30,94,4
275,20161106,60,32,88,414,7,92,5
275,20161107,41,14,57,158,83,96,2
275,20161108,10,-29,38,401,16,95,4
275,20161109,26,-4,40,148,42,95,2
275,20161110,36,22,44,188,166,97,2
275,20161111,17,-25,53,499,19,89,6
275,20161112,17,-27,48,451,0,84,5
275,20161113,26,-9,41,132,18,88,2
275,20161114,25,-21,58,240,27,94,3
275,20161115,96,58,119,67,50,98,1
275,20161116,116,77,137,255,45,93,4
275,20161117,91,74,110,259,96,90,4
275,20161118,54,29,78,257,98,88,3
275,20161119,52,30,74,283,3,83,4
275,20161120,82,39,129,101,38,78,1
275,20161121,118,81,140,146,23,86,2
275,20161122,106,68,123,306,0,78,5
275,20161123,81,38,120,220,-1,93,3
275,20161124,60,25,80,256,0,84,3
275,20161125,28,-1,72,469,0,76,6
275,20161126,-6,-26,26,291,0,95,3
275,20161127,42,9,90,258,-1,92,3
275,20161128,0,-36,39,490,0,80,5
275,20161129,-33,-75,37,519,0,83,5
275,20161130,6,-82,50,218,0,88,2
275,20161201,66,41,89,88,-1,93,1
275,20161202,51,-25,94,214,3,91,3
275,20161203,-7,-48,69,274,0,94,3
275,20161204,-8,-51,27,477,0,83,5
275,20161205,-14,-52,40,393,0,77,4
275,20161206,-4,-62,50,407,0,87,4
275,20161207,55,10,83,145,-1,79,2
275,20161208,75,60,94,224,3,73,3
275,20161209,87,68,107,97,-1,92,1
275,20161210,71,58,91,38,31,95,1
275,20161211,77,50,93,164,32,91,2
275,20161212,55,33,71,124,0,97,2
275,20161213,59,31,70,62,10,97,1
275,20161214,76,69,86,121,2,97,2
275,20161215,66,56,77,64,0,94,1
275,20161216,47,34,71,226,0,87,3
275,20161217,53,34,70,113,-1,94,1
275,20161218,56,29,83,115,0,96,1
275,20161219,36,-1,65,179,0,91,2
275,20161220,-10,-25,3,281,0,97,3
275,20161221,34,-6,72,204,45,88,2
275,20161222,55,45,63,86,32,97,1
275,20161223,54,37,81,140,11,92,2
275,20161224,71,56,81,185,12,88,2
275,20161225,98,75,114,37,14,92,1
275,20161226,73,24,113,231,9,79,3
275,20161227,47,16,86,311,6,91,4
275,20161228,11,-22,36,123,0,99,1
275,20161229,-19,-56,37,409,0,95,4
275,20161230,-16,-65,23,426,0,95,4
275,20161231,3,-6,11,78,0,99,1
275,20170101,-1,-11,8,59,25,98,1
275,20170102,10,-23,54,362,2,94,4
275,20170103,34,-20,61,126,6,92,2
275,20170104,41,-18,68,263,25,85,3
275,20170105,-15,-67,18,444,6,86,4
275,20170106,-37,-80,-11,467,0,77,4
275,20170107,-11,-28,4,75,22,95,1
275,20170108,21,2,49,155,0,98,2
275,20170109,38,15,51,83,33,97,1
275,20170110,44,14,57,211,44,96,3
275,20170111,64,52,92,142,12,81,2
275,20170112,45,2,67,227,182,83,3
275,20170113,15,0,41,348,144,90,4
275,20170114,7,-25,39,249,19,89,3
275,20170115,-20,-57,32,446,-1,96,4
275,20170116,-34,-61,-13,212,0,95,2
275,20170117,-38,-51,-8,380,0,93,3
275,20170118,-39,-65,-22,278,-1,94,3
275,20170119,-24,-66,39,614,0,84,6
275,20170120,-11,-70,40,459,0,70,5
275,20170121,1,-46,38,510,0,86,5
275,20170122,-44,-97,47,589,0,84,5
275,20170123,-22,-100,10,198,-1,91,2
275,20170124,3,-5,14,227,-1,98,2
275,20170125,-21,-50,-2,333,0,89,3
275,20170126,-20,-39,7,577,0,76,6
275,20170127,14,-36,55,411,0,68,5
275,20170128,48,18,74,375,-1,69,5
275,20170129,43,27,64,302,7,89,4
275,20170130,43,21,71,114,71,96,1
275,20170131,27,21,34,126,-1,91,1
275,20170201,31,6,49,441,12,84,5
275,20170202,78,46,124,453,-1,87,6
275,20170203,81,54,110,252,9,87,4
275,20170204,56,30,74,295,66,92,4
275,20170205,43,-18,84,470,3,92,6
275,20170206,24,-25,58,199,0,93,2
275,20170207,16,3,30,158,9,92,2
275,20170208,-4,-16,4,159,1,91,2
275,20170209,-22,-41,-13,160,7,84,2
275,20170210,-24,-47,-14,185,-1,84,2
275,20170211,-6,-17,6,191,33,89,2
275,20170212,4,-9,21,547,8,86,6
275,20170213,20,-20,72,816,0,75,9
275,20170214,29,-12,91,827,0,68,10
275,20170215,74,1,140,807,0,69,11
275,20170216,58,39,80,233,-1,93,3
275,20170217,62,43,81,257,14,94,3
275,20170218,52,27,97,572,0,85,7
275,20170219,49,20,78,191,6,93,2
275,20170220,87,59,105,144,49,96,2
275,20170221,88,64,110,528,3,84,7
275,20170222,92,76,106,109,161,92,2
275,20170223,76,34,100,209,170,87,3
275,20170224,32,-20,87,861,4,80,10
275,20170225,47,-17,76,368,5,79,5
275,20170226,80,59,100,216,22,87,3
275,20170227,88,53,110,261,128,78,4
275,20170228,41,21,79,417,23,83,5
275,20170301,54,24,89,485,48,89,6
275,20170302,55,36,76,376,63,83,5
275,20170303,59,3,91,506,8,76,7
275,20170304,95,60,141,493,123,77,7
275,20170305,67,49,105,682,48,84,9
275,20170306,54,31,76,340,1,89,4
275,20170307,55,9,86,383,4,91,5
275,20170308,56,9,97,156,146,95,2
275,20170309,74,30,121,383,3,87,5
275,20170310,49,-9,122,1174,0,80,15
275,20170311,76,8,130,968,0,68,13
275,20170312,88,42,150,1314,0,58,19
275,20170313,69,5,141,1014,0,76,14
275,20170314,84,23,153,1170,0,84,16
275,20170315,79,-1,140,1434,0,76,20
275,20170316,84,-9,166,1440,0,72,20
275,20170317,80,59,107,1007,32,69,14
275,20170318,88,65,112,260,109,95,4
275,20170319,109,90,122,265,14,88,4
275,20170320,98,84,109,240,80,93,3
275,20170321,66,16,103,1072,19,75,14
275,20170322,61,-6,127,1608,0,65,21
275,20170323,78,4,138,1460,0,70,20
275,20170324,84,41,142,1617,0,68,23
275,20170325,82,27,148,1679,0,56,23
275,20170326,79,36,140,1410,0,78,19
275,20170327,101,40,179,1775,0,58,26
275,20170328,114,7,191,1707,9,62,26
275,20170329,120,88,157,554,-1,81,9
275,20170330,160,119,227,1455,0,62,25
275,20170331,150,102,239,1344,2,69,22
275,20170401,112,85,139,574,20,91,9
275,20170402,110,74,163,1310,0,83,20
275,20170403,81,15,153,1304,0,83,18
275,20170404,95,13,170,1344,0,73,19
275,20170405,81,31,137,1070,-1,78,15
275,20170406,73,17,114,851,-1,75,12
275,20170407,97,25,139,766,0,77,11
275,20170408,94,19,156,1366,0,72,20
275,20170409,121,4,216,2029,0,61,31
275,20170410,95,20,140,1112,-1,70,16
275,20170411,84,9,146,1337,0,71,19
275,20170412,91,65,116,474,21,83,7
275,20170413,76,6,127,1087,0,79,15
275,20170414,77,4,110,508,-1,79,7
275,20170415,87,34,126,1185,15,74,17
275,20170416,64,19,105,985,9,81,13
275,20170417,55,-8,112,1638,54,78,21
275,20170418,45,-17,109,1661,1,73,21
275,20170419,32,-25,94,1731,0,62,21
275,20170420,55,-49,125,2264,0,62,29
275,20170421,104,68,152,748,10,76,11
275,20170422,69,22,111,1301,6,73,17
275,20170423,52,-1,114,1283,5,77,16
275,20170424,86,11,139,1042,27,75,15
275,20170425,50,-13,106,1885,10,78,24
275,20170426,47,-8,105,1409,9,74,18
275,20170427,41,-28,110,1406,-1,74,17
275,20170428,69,1,119,1219,4,75,16
275,20170429,71,-15,137,1538,0,64,21
